airline_sentiment,negativereason,sex,age
negative,Late Flight,male,29
negative,Cancelled Flight,male,30
negative,Cancelled Flight,female,8
negative,Late Flight,male,15
negative,Customer Service Issue,female,25
negative,Cancelled Flight,female,18
negative,Can't Tell,female,19
negative,Customer Service Issue,male,6
negative,Customer Service Issue,male,10
negative,Cancelled Flight,male,4
negative,Customer Service Issue,male,23
negative,Customer Service Issue,female,5
negative,Bad Flight,male,15
negative,Cancelled Flight,female,7
negative,Late Flight,male,5
negative,Late Flight,female,23
negative,Late Flight,male,28
negative,Customer Service Issue,female,16
positive,Well service is ok,female,3
negative,Customer Service Issue,male,21
negative,Cancelled Flight,male,30
neutral,Well service is ok,male,14
negative,Flight Booking Problems,male,3
negative,Customer Service Issue,male,10
negative,Customer Service Issue,female,28
negative,Late Flight,female,12
negative,Flight Attendant Complaints,male,27
negative,Customer Service Issue,female,6
neutral,Well service is ok,male,2
negative,Customer Service Issue,male,9
negative,Cancelled Flight,female,7
neutral,Well service is ok,female,29
negative,Customer Service Issue,female,24
negative,Cancelled Flight,female,1
negative,Flight Attendant Complaints,male,9
neutral,Well service is ok,female,2
negative,Can't Tell,female,21
neutral,Well service is ok,female,5
negative,Cancelled Flight,female,12
negative,Customer Service Issue,female,1
negative,Customer Service Issue,female,28
negative,Customer Service Issue,female,18
negative,Late Flight,female,26
negative,Late Flight,female,18
neutral,Well service is ok,male,25
negative,Customer Service Issue,female,28
negative,Customer Service Issue,female,12
neutral,Well service is ok,female,17
positive,Well service is ok,male,30
negative,Lost Luggage,male,20
neutral,Well service is ok,female,14
neutral,Well service is ok,male,11
positive,Well service is ok,female,5
neutral,Well service is ok,female,30
negative,Bad Flight,male,6
negative,Late Flight,male,5
negative,longlines,female,8
negative,Lost Luggage,female,11
negative,Customer Service Issue,female,12
negative,Customer Service Issue,female,1
negative,Can't Tell,female,24
negative,longlines,male,13
negative,Customer Service Issue,male,2
negative,Late Flight,female,19
negative,Cancelled Flight,female,29
negative,Cancelled Flight,female,26
negative,Flight Attendant Complaints,male,30
negative,Bad Flight,female,28
negative,Customer Service Issue,female,17
negative,Late Flight,female,20
negative,Cancelled Flight,male,22
negative,Cancelled Flight,female,26
negative,Lost Luggage,female,18
negative,Late Flight,female,11
negative,Customer Service Issue,male,17
negative,Cancelled Flight,male,5
negative,Customer Service Issue,female,1
negative,Late Flight,female,23
negative,Can't Tell,male,20
negative,Customer Service Issue,female,7
negative,Late Flight,male,24
negative,Late Flight,female,26
negative,Cancelled Flight,female,1
negative,Bad Flight,female,13
neutral,Well service is ok,male,16
negative,Cancelled Flight,male,15
negative,longlines,female,1
negative,Lost Luggage,male,20
negative,Flight Attendant Complaints,male,1
negative,Late Flight,male,5
positive,Well service is ok,female,29
neutral,Well service is ok,male,9
negative,Late Flight,female,13
negative,Flight Booking Problems,male,29
neutral,Well service is ok,male,6
positive,Well service is ok,female,13
negative,Customer Service Issue,male,27
negative,Can't Tell,male,17
negative,Cancelled Flight,male,21
positive,Well service is ok,male,3
negative,Late Flight,female,1
negative,Can't Tell,male,17
negative,Can't Tell,female,6
negative,Cancelled Flight,male,10
neutral,Well service is ok,female,29
negative,Customer Service Issue,female,2
negative,Cancelled Flight,female,7
negative,Customer Service Issue,female,7
neutral,Well service is ok,male,14
negative,Customer Service Issue,female,9
negative,Flight Booking Problems,male,27
negative,Cancelled Flight,male,19
negative,Late Flight,male,28
neutral,Well service is ok,male,13
negative,Can't Tell,male,24
positive,Well service is ok,male,3
negative,Can't Tell,male,29
negative,Flight Attendant Complaints,female,27
negative,Late Flight,female,12
negative,Flight Attendant Complaints,male,17
negative,Cancelled Flight,male,6
negative,Cancelled Flight,male,4
neutral,Well service is ok,male,14
negative,Cancelled Flight,male,6
negative,Customer Service Issue,female,19
negative,Customer Service Issue,male,8
negative,Customer Service Issue,male,15
negative,Customer Service Issue,female,6
negative,Customer Service Issue,female,10
neutral,Well service is ok,female,19
negative,Customer Service Issue,male,14
neutral,Well service is ok,male,16
positive,Well service is ok,male,11
negative,Customer Service Issue,male,16
neutral,Well service is ok,male,1
positive,Well service is ok,male,24
negative,Bad Flight,male,29
negative,Customer Service Issue,male,30
negative,Flight Booking Problems,female,29
positive,Well service is ok,male,6
negative,Late Flight,female,7
negative,Lost Luggage,female,5
negative,Lost Luggage,female,16
neutral,Well service is ok,male,15
negative,Flight Attendant Complaints,male,21
negative,Customer Service Issue,female,22
positive,Well service is ok,female,5
negative,Customer Service Issue,male,13
neutral,Well service is ok,male,27
negative,Late Flight,male,17
negative,Flight Attendant Complaints,female,21
positive,Well service is ok,male,20
negative,Cancelled Flight,female,17
negative,Can't Tell,female,4
negative,Late Flight,male,14
negative,Cancelled Flight,female,4
negative,Cancelled Flight,female,5
negative,Customer Service Issue,male,9
negative,Late Flight,male,9
negative,Customer Service Issue,female,21
negative,Late Flight,male,8
negative,Customer Service Issue,female,29
neutral,Well service is ok,male,30
negative,Late Flight,male,22
negative,Late Flight,male,14
negative,Customer Service Issue,female,7
positive,Well service is ok,female,19
negative,Customer Service Issue,male,16
negative,Flight Booking Problems,female,13
negative,Customer Service Issue,female,26
negative,Customer Service Issue,female,4
negative,Cancelled Flight,female,12
positive,Well service is ok,male,27
negative,Cancelled Flight,female,29
negative,Customer Service Issue,male,30
negative,Customer Service Issue,male,25
positive,Well service is ok,male,20
negative,Customer Service Issue,female,26
negative,Late Flight,female,27
positive,Well service is ok,female,6
negative,Customer Service Issue,female,24
negative,Cancelled Flight,male,25
negative,Late Flight,male,25
negative,Flight Booking Problems,male,14
negative,Flight Booking Problems,female,11
negative,Cancelled Flight,male,14
negative,Bad Flight,male,4
negative,Customer Service Issue,male,7
negative,Flight Booking Problems,male,27
negative,Can't Tell,female,12
positive,Well service is ok,female,15
negative,Customer Service Issue,female,19
negative,Customer Service Issue,female,26
negative,Customer Service Issue,male,30
negative,Bad Flight,female,8
negative,Customer Service Issue,male,4
negative,Cancelled Flight,female,2
negative,Customer Service Issue,female,16
negative,Late Flight,male,1
negative,Late Flight,male,18
negative,Customer Service Issue,female,12
negative,Late Flight,female,23
neutral,Well service is ok,male,6
negative,Customer Service Issue,male,5
negative,Lost Luggage,female,29
negative,longlines,male,29
negative,Customer Service Issue,female,25
negative,Flight Booking Problems,male,20
negative,Flight Attendant Complaints,male,28
negative,Customer Service Issue,male,30
negative,Can't Tell,female,5
negative,Can't Tell,male,19
negative,Customer Service Issue,female,9
negative,Cancelled Flight,female,27
positive,Well service is ok,female,29
negative,Cancelled Flight,male,2
negative,Customer Service Issue,female,2
positive,Well service is ok,female,21
negative,Flight Booking Problems,male,23
negative,Late Flight,male,14
negative,Customer Service Issue,female,7
negative,Customer Service Issue,male,23
negative,Late Flight,female,6
negative,Can't Tell,female,10
negative,Customer Service Issue,male,6
negative,Customer Service Issue,female,9
negative,Late Flight,male,3
negative,Customer Service Issue,male,8
positive,Well service is ok,female,11
negative,Flight Attendant Complaints,female,18
negative,Customer Service Issue,male,21
negative,Flight Booking Problems,female,30
negative,Late Flight,female,18
neutral,Well service is ok,male,12
neutral,Well service is ok,female,18
negative,Can't Tell,male,29
positive,Well service is ok,male,2
positive,Well service is ok,female,15
negative,Late Flight,male,20
negative,Flight Booking Problems,male,22
negative,Customer Service Issue,male,4
negative,Customer Service Issue,male,5
negative,Customer Service Issue,female,4
negative,Customer Service Issue,male,5
negative,Lost Luggage,male,21
positive,Well service is ok,female,18
negative,Customer Service Issue,male,15
negative,Customer Service Issue,female,12
negative,Late Flight,female,4
negative,Flight Booking Problems,female,23
negative,Customer Service Issue,male,30
negative,Cancelled Flight,male,4
negative,Customer Service Issue,male,15
negative,Cancelled Flight,male,9
negative,Lost Luggage,female,17
negative,Late Flight,female,28
negative,Flight Booking Problems,female,20
neutral,Well service is ok,female,8
negative,Can't Tell,male,8
negative,Customer Service Issue,male,30
negative,Customer Service Issue,female,16
negative,Customer Service Issue,female,2
negative,Bad Flight,male,11
negative,Customer Service Issue,male,28
negative,Flight Booking Problems,female,2
negative,Customer Service Issue,female,5
negative,Cancelled Flight,female,22
negative,Cancelled Flight,female,25
neutral,Well service is ok,female,13
positive,Well service is ok,female,6
negative,Customer Service Issue,female,3
negative,Customer Service Issue,female,23
negative,Late Flight,male,4
negative,Late Flight,female,18
negative,Flight Attendant Complaints,female,22
negative,Cancelled Flight,male,6
negative,Late Flight,female,16
positive,Well service is ok,female,14
negative,Bad Flight,male,1
negative,Customer Service Issue,female,9
negative,Customer Service Issue,female,11
negative,Late Flight,male,14
neutral,Well service is ok,female,16
negative,Flight Booking Problems,female,8
positive,Well service is ok,male,11
negative,Customer Service Issue,female,17
negative,Customer Service Issue,female,14
negative,Cancelled Flight,female,6
negative,Flight Attendant Complaints,male,2
negative,Customer Service Issue,male,11
negative,Customer Service Issue,female,12
negative,Cancelled Flight,male,28
neutral,Well service is ok,female,10
neutral,Well service is ok,male,11
negative,Customer Service Issue,male,26
neutral,Well service is ok,male,10
negative,Flight Booking Problems,male,10
neutral,Well service is ok,female,12
negative,Customer Service Issue,male,30
negative,Cancelled Flight,female,5
negative,Cancelled Flight,male,21
negative,Flight Booking Problems,male,29
negative,Customer Service Issue,male,16
neutral,Well service is ok,female,4
negative,Can't Tell,male,10
negative,Cancelled Flight,female,12
negative,Lost Luggage,male,22
negative,Can't Tell,male,28
neutral,Well service is ok,female,26
neutral,Well service is ok,female,24
negative,Can't Tell,male,16
negative,Customer Service Issue,male,27
negative,Lost Luggage,female,22
negative,Customer Service Issue,male,14
negative,Bad Flight,female,18
negative,Customer Service Issue,female,21
negative,Flight Booking Problems,female,7
negative,Lost Luggage,male,4
neutral,Well service is ok,male,13
negative,Customer Service Issue,female,16
negative,Customer Service Issue,female,3
negative,Late Flight,female,12
positive,Well service is ok,female,23
neutral,Well service is ok,female,21
